name,relation,content
基础知识答案,包含,夏半年，越北白昼越长，冬半年，越南白昼越长。
基础知识答案,包含,90°-（直射点与所求点的纬度间隔）
基础知识答案,包含,一年内白昼最长、太阳最高的季节是夏季。
基础知识答案,包含,以立春(2月4日)、立夏、立秋、立冬为起点来划分四季。
基础知识答案,包含,以春分、夏至、秋分、冬至为四季的起点。
基础知识答案,包含,春雨惊春清谷天夏满芒夏暑相连秋处露秋寒霜降冬雪雪冬小大寒
基础知识答案,包含,热带、北温带、南温带、北寒带、南寒带。
基础知识答案,包含,正午太阳高度的变化、昼夜长短的变化、四季更替
基础知识答案,包含,保护生物生存，影响地球自然环境，维持生命活动
基础知识答案,包含,干洁空气、水汽和固体杂质
基础知识答案,包含,氮和氧，二氧化碳和臭氧
基础知识答案,包含,生命活动；构成生物体；吸收紫外线；光合、保温作用；成云致雨
基础知识答案,包含,二氧化碳的“温室效应”，氟氯烃破坏臭氧层
基础知识答案,包含,对流层、平流层（臭氧层）、高层大气（电离层）
基础知识答案,包含,上冷下热，对流显著，天气现象复杂多变。与人类的关系最密切
基础知识答案,包含,臭氧吸收紫外线。平流，对高空飞行有利，
基础知识答案,包含,太阳高度角
基础知识答案,包含,吸收、反射、散射。
基础知识答案,包含,物质的温度越高，辐射中最强部分的波长越短；反之越长。
基础知识答案,包含,是对流层大气主要的直接热源。
基础知识答案,包含,夜间有云较温暖，夜间晴朗较寒冷。
基础知识答案,包含,对流层大气中的水汽和二氧化碳对地面长波辐射吸收能力很强。
基础知识答案,包含,地球多年平均收入的热量与支出的热量是相等的。
基础知识答案,包含,各纬度间的冷热不均。
基础知识答案,包含,由于地面冷热不均而形成的空气环流。
基础知识答案,包含,水平气压梯度力。水平气压梯度力的方向和大小高压垂直指向低压。单位距离间气压差越大风力越大。
基础知识答案,包含,北半球向右偏，南半球向左偏。
基础知识答案,包含,由于受摩擦力的影响，风向与等压线并不平行，而是有个交角。
基础知识答案,包含,①高压垂直指向低压②北半球右偏南半球左偏
基础知识答案,包含,城市风、海陆风、山谷风
基础知识答案,包含,低压中心，高压中心。等压线越密集，风力越大。
基础知识答案,包含,调整全球水热分布，是各地天气变化和气候形成的重要因素。
基础知识答案,包含,东北信风、副高、中纬西风、副极地低压、极地东风、极地高压
基础知识答案,包含,大致来说，夏季北移，冬季南移。
基础知识答案,包含,亚洲高压、阿留申低压（太平洋）和冰岛低压（大西洋）
基础知识答案,包含,亚洲低压夏威夷高压（太平洋）亚速尔高压（大西洋）
基础知识答案,包含,①海陆热力性质差异②气压带和风带位置的季节移动
基础知识答案,包含,东亚季风（西北、东南风）；南亚季风（东北、西南风）。
基础知识答案,包含,冷锋、暖锋和准静止锋。气温、气压、天气。
基础知识答案,包含,北方夏季的暴雨（冷锋）、我国冬季爆发的寒潮（冷锋）
基础知识答案,包含,气温、降水量。
基础知识答案,包含,太阳辐射、大气环流、下垫面、人类活动。
基础知识答案,包含,热带（四种）、亚热带（两种）、温带（三种）、寒带（一种）
基础知识答案,包含,①判断南北半球，②判断热量带，③判断雨型。
基础知识答案,包含,"夏季炎热干燥,冬季温和多雨。受副高和西风交替控制。30-40西岸"
基础知识答案,包含,夏季高温多雨，冬季低温干燥。季风。40-60°大陆东岸。
基础知识答案,包含,冬暖夏凉，降水均匀。终年盛行西风。40-60°大陆西岸。
基础知识答案,包含,冬季严寒、夏季炎热、全年少雨。终年受大陆气团控制。温带内陆
基础知识答案,包含,地质时期、历史时期、19世纪末以来。
基础知识答案,包含,可再生，普遍存在性，数值特征，有较大的变率
基础知识答案,包含,种植制度（作物的结构、熟制、配置与种植方式）。
基础知识答案,包含,小区街道与子午线成30°-60°夹角。
基础知识答案,包含,工业企业布局在盛行风的下风向，居住区布局在盛行风的上风向
基础知识答案,包含,公路、铁路、机场（暴雨、泥石流、风速、桥涵、云雾、地势等）
基础知识答案,包含,热带低气压、热带风暴、强热带风暴、台风。
基础知识答案,包含,①充足的水汽②强烈上升运动③持续的天气系统
基础知识答案,包含,提高预报的准确率，采取工程措施和非工程措施。
基础知识答案,包含,造成粮食减产，人畜饮水困难，影响经济发展和社会安定。
基础知识答案,包含,改善生态、选择耐旱作物、开展水利建设、改进耕作制度等。
基础知识答案,包含,带来严寒、大风、霜冻。对春秋季的农作物危害最大。
基础知识答案,包含,提前发布准确的寒潮消息或警报。
基础知识答案,包含,①燃烧矿物燃料②毁林
基础知识答案,包含,①海平面上升②各地区降水和干湿状况的变化。
基础知识答案,包含,氟氯烃化合物消耗臭氧。
基础知识答案,包含,①直接危害人体健康②对生态环境和农林牧渔造成破坏。
基础知识答案,包含,①研制新型制冷系统②参与国际合作
基础知识答案,包含,燃烧煤、石油、天然气，排放二氧化硫和氧化氮等酸性气体。
基础知识答案,包含,①四川盆地②珠江三角洲③长江三角洲
基础知识答案,包含,①河湖水酸化，影响鱼类②土壤酸化③腐蚀建筑物④危及人体健康
基础知识答案,包含,减少人为硫氧化物和氮氧化物的排放。煤炭中的硫资源综合利用。
基础知识答案,包含,二氧化碳的“温室效应”，氟氯烃破坏臭氧层，酸雨。
基础知识答案,包含,海洋水量占地球总水量的96.53%海洋占地球71%。
基础知识答案,包含,从滨海平原到大陆架之间的广阔区域。
基础知识答案,包含,①很少干预②开始干预③海岸开发④海岸管理
基础知识答案,包含,太阳辐射
基础知识答案,包含,海水蒸发所消耗的热量。
基础知识答案,包含,太阳辐射、沿岸地形、气象、洋流等。
基础知识答案,包含,从赤道向两极递减。
基础知识答案,包含,表层海水温度变化较大，深层海水温度变化不大。
基础知识答案,包含,氯化钠、氯化镁
基础知识答案,包含,1000克海水中所含溶解的盐类物质的总量。
基础知识答案,包含,从南北半球的副热带海区分别向南北两侧递减。
基础知识答案,包含,降水量、蒸发量、洋流、河流淡水汇入（径流量）。
基础知识答案,包含,红海（亚非交界）
基础知识答案,包含,波罗的海（北欧附近）
基础知识答案,包含,波浪（风浪）、潮汐（大潮和小潮）、洋流
基础知识答案,包含,海水常年比较稳定地沿着一定方向作大规模的流动。
基础知识答案,包含,风海流、补偿流（大多南北向）、密度流（直布罗陀海峡）。
基础知识答案,包含,盛行风吹拂海面，推动海水随风漂流。
基础知识答案,包含,反气旋型。北半球为顺时针流动，南半球为反时针流动。
基础知识答案,包含,北半球中高纬是气旋型大洋环流，呈反时针方向流动。
基础知识答案,包含,冬逆夏顺。冬季洋流向西流，夏季洋流向东流。
基础知识答案,包含,北赤道暖流、日本暖流、北太平洋暖流、加利福尼亚寒流。
基础知识答案,包含,南赤道暖流、东澳大利亚暖流、西风漂流、秘鲁寒流。
基础知识答案,包含,南赤道暖流、厄加勒斯暖流、西风漂流、西澳大利亚寒流。
基础知识答案,包含,北赤道暖流、墨西哥湾暖流、北太西洋暖流、加那利寒流。
基础知识答案,包含,南赤道暖流、巴西暖流、西风漂流、本哥拉寒流。
基础知识答案,包含,①判断南北半球越北越冷是北半球②高高低低规律判断寒暖流
基础知识答案,包含,①气候
基础知识答案,包含,化学资源、生物资源、矿产资源、海洋能源。
基础知识答案,包含,
基础知识答案,包含,大陆架、河流带来营养物质、寒暖流交汇处或上升补偿流。
基础知识答案,包含,中国、日本。
基础知识答案,包含,北太平洋、东南太平洋、西北大西洋、东北大西洋、东南大西洋
基础知识答案,包含,利用地震波寻找。海上钻井平台、装油站、海底管道。
基础知识答案,包含,复杂性和特殊性（海洋气象多变、深海环境差、海水腐蚀性等）
基础知识答案,包含,交通运输、生产、通信、电力输送、储藏、文化娱乐。
基础知识答案,包含,马六甲、霍尔木兹、直布罗陀、英吉利、麦哲伦、白令、曼德等。
基础知识答案,包含,苏伊士运河、巴拿马运河、鹿特丹
基础知识答案,包含,港口的服务区域。
基础知识答案,包含,荷兰、日本、澳门。
基础知识答案,包含,海洋污染、海洋生态破坏。
基础知识答案,包含,
基础知识答案,包含,危害海洋生物，甚至危及人类的健康。
基础知识答案,包含,海岸工程建设、围海造田、过度捕捞、自然环境变化。
基础知识答案,包含,分散、沉降、吸收、围栏、放任、燃烧。
基础知识答案,包含,1994年11月16日正式生效。领海宽度、国际海底资源。
基础知识答案,包含,12海里，200海里。
基础知识答案,包含,地壳和上地幔顶部（软流层以上），是由岩石组成的，合称岩石圈
基础知识答案,包含,氧、硅、铝、铁、钙、钠、钾、镁。
基础知识答案,包含,单质或天然化合物。
基础知识答案,包含,由一种矿物或几种矿物组成的集合体。
基础知识答案,包含,有用矿物在地壳中或地表富集起来，达到工农业利用的要求。
基础知识答案,包含,石英、云母、长石、方解石。
基础知识答案,包含,岩浆岩（喷出岩和侵入岩）、沉积岩、变质岩。
基础知识答案,包含,玄武岩、花岗岩；砾岩、砂岩、页岩、石灰岩；大理岩、板岩。
基础知识答案,包含,冷却凝固→岩浆岩－外力→沉积岩－变质→变质岩－熔化→岩浆
基础知识答案,包含,引起地壳及其表面形态不断发生变化的作用。
基础知识答案,包含,内力作用、外力作用。
基础知识答案,包含,地壳运动、岩浆活动、变质作用
基础知识答案,包含,水平运动褶皱山系、裂谷海洋、升降运动（海陆变迁。
基础知识答案,包含,亚欧、非洲、美洲、太平洋、印度洋和南极洲板块。
基础知识答案,包含,张裂裂谷、海洋、相撞（海沟、岛弧链、海岸或褶皱山脉）
基础知识答案,包含,海岭和断层（大多在洋底）、海沟和造山带（大多在陆地边缘）
基础知识答案,包含,由地壳运动引起的地壳变形、变位。
基础知识答案,包含,褶皱（背斜、向斜），断层（上升岩块、下沉岩块）
基础知识答案,包含,背斜顶部因受张力，被侵蚀成谷地。向斜接受沉积物，成为山岭。
基础知识答案,包含,背斜（储油）、向斜（储水）、断层（隧道、水库）。
基础知识答案,包含,风化作用、侵蚀作用、搬运作用、沉积作用、固结成岩作用。
基础知识答案,包含,黄土高原、瀑布、峡谷、冲积扇、三角洲；风蚀洼地、沙丘等。
基础知识答案,包含,陆地上的淡水资源。
基础知识答案,包含,地表水（江河水、湖沼水、冰川）和地下水
基础知识答案,包含,大气降水。
基础知识答案,包含,冰川冰、内陆湖泊水、深层地下水
基础知识答案,包含,地表水、浅层地下水
基础知识答案,包含,埋藏在地下第一个隔水层之上的地下水。
基础知识答案,包含,埋藏在两个隔水层之间承受一定压力的地下水。
基础知识答案,包含,河流径量变化与降水量变化相一致。
基础知识答案,包含,蒸发、水汽输送、降水、径流。
基础知识答案,包含,①水量平衡②更新水资源③联系四大圈层④物质迁移⑤能量交换
基础知识答案,包含,光（喜光植物、喜阴植物）、热、水（森林、草原、荒漠）
基础知识答案,包含,莲（水生）、骆驼刺（旱生）、矮牵牛（二氧化硫）、树（风向）
基础知识答案,包含,把无机物（二氧化碳和水）合成为有机物（糖类），并释放出氧气
基础知识答案,包含,①物质迁移②能量流动③联系有机界和无机界
基础知识答案,包含,二氧化碳、甲烷、氢、氨和水汽。
基础知识答案,包含,①改造大气②改变陆地水③促成土壤形成④创造生物物质⑤环保
基础知识答案,包含,陆地表层具有一定肥力，能够生长植物的疏松表层。
基础知识答案,包含,联系有机界和无机界的中心环节。
基础知识答案,包含,矿物质、有机质、水分和空气。
基础知识答案,包含,供应和调节植物生长过程中所需的水分、养分、空气和热量的能力
基础知识答案,包含,矿物质（45）、有机质（5）、水分（20-30）和空气（20-30）。
基础知识答案,包含,是人类从事农业生产最基本的自然资源。
基础知识答案,包含,改造成土母质（有机质的积累、养分元素的富集）
基础知识答案,包含,①改良土壤②引起土壤退化
基础知识答案,包含,整体性（相互联系、相互制约、相互渗透）
基础知识答案,包含,热带、亚热带（常绿阔叶林和常绿硬叶林）、温带、寒带
基础知识答案,包含,①开发自然资源②生产与消费产品③排放废弃物④改造陆地环境
基础知识答案,包含,矿产资源、土地资源、水资源、生物资源。
基础知识答案,包含,①总量有限②潜力无限③分布的规律性④组成的整体性
基础知识答案,包含,常规能源、新能源（太阳能、地热能、核能）
基础知识答案,包含,震源、震中、震中距、等震线
基础知识答案,包含,环太平洋地震带和地中海－喜马拉雅地震带。
基础知识答案,包含,活火山、死火山、休眠火山。
基础知识答案,包含,斜坡上的岩体或土体，在重力作用下，沿一定的滑动面整体下滑。
基础知识答案,包含,山区爆发的特殊洪流，饱含泥沙、石块、砾石等。
基础知识答案,包含,①建立监测预警系统②加强管理③实施预防措施④开展宣传教育
基础知识答案,包含,①地域性②季节性和周期性
基础知识答案,包含,自然条件、劳动力、生产资料、科技
基础知识答案,包含,农、林、牧、副、渔（混合农业）
基础知识答案,包含,粗放农业、密集农业
基础知识答案,包含,自给农业、商品农业
基础知识答案,包含,市场（郊区农业）、交通运输（地域扩展）、政策（商品基地）
基础知识答案,包含,①培育良种②改良耕作制度③玻璃温室④修筑梯田⑤喷灌
基础知识答案,包含,①供求关系②保鲜冷藏技术③区域专业化生产
基础知识答案,包含,东亚、东南亚和南亚的季风区，以及东南亚的热带雨林区
基础知识答案,包含,①小农经营②单产高③机械化水平低④水利工程量大⑤科技水平
基础知识答案,包含,美国、澳大利亚、新西兰、阿根廷、南非
基础知识答案,包含,①气候温和，草类茂盛②地广人稀，土地租金低③距海港近
基础知识答案,包含,①培育良种②改善交通③开辟水源④种植饲料
基础知识答案,包含,生产规模大、机械化程度高
基础知识答案,包含,美国、加拿大、阿根廷、澳大利亚、俄罗斯、乌克兰
基础知识答案,包含,①自然条件②交通运输③地广人稀④工业基础⑤科技
基础知识答案,包含,谷物和牲畜混合农业
基础知识答案,包含,欧洲、北美、南非、澳大利亚、新西兰
基础知识答案,包含,①生态农业②有效利用时间安排农活③市场适应性好
基础知识答案,包含,土地、水源、劳动力、资金、能源、原料、科技
基础知识答案,包含,产品和三废
基础知识答案,包含,
基础知识答案,包含,①原料种类和利用率②劳动力的数量、体力、知识、技术
基础知识答案,包含,原料、燃料、劳动力、市场、交通运输、土地、水源、政府、技术
基础知识答案,包含,原料、市场、动力、廉价劳动力、技术指向型
基础知识答案,包含,①替代，减弱②吸引力，完善③通达，重要④自动化，劳动力素质。
基础知识答案,包含,①国防②政策③个人偏好④工业惯性
基础知识答案,包含,水污染（河流下游），风污染（下风向）
基础知识答案,包含,①横向一体化②纵向一体化③多样化
基础知识答案,包含,①由近及远扩张②由大市场至小市场扩张
基础知识答案,包含,①代理商②销售公司③组装公司④生产公司⑤研发机构⑥全球经济
基础知识答案,包含,①生产的联系②非生产的联系③信息的联系
基础知识答案,包含,①共享基础设施②交流协作③降低运费④扩大总体生产能力
基础知识答案,包含,①原料和产品的运输量小②全球范围内寻找最优区位
基础知识答案,包含,①自发形成②规划形成
基础知识答案,包含,①发育低（食品工业）②发育高(钢铁工业、石油化工、机械制造）
基础知识答案,包含,①煤炭资源丰富②铁矿区近③水源充沛④交通便捷⑤市场广阔
基础知识答案,包含,①生产结构单一②煤炭地位下降③钢铁过剩④新技术革命的冲击
基础知识答案,包含,①发展新兴工业②调整布局③改善交通④发展科技⑤消除污染
基础知识答案,包含,①中小企业②轻工业③生产分散④资本集中低⑤分散型工业化
基础知识答案,包含,①人员高水平②增长速度快③研发费用高④面向世界市场
基础知识答案,包含,①环境优美②气候宜人③教育发达④便捷交通⑤军事订货
基础知识答案,包含,人类为生存而聚居，居所由流动到稳定，逐步确立了乡村聚落。106.01
基础知识答案,包含,①圆形或多边形村落（少河的平原）②带状村落（沿河道）
基础知识答案,包含,①农业生产技术的创新②劳动分工促进了城市的出现
基础知识答案,包含,一些大河冲积平原，农耕业发展早的地区。
基础知识答案,包含,①美索不达米亚②尼罗河谷地③印度河谷地④黄河长江中下游
基础知识答案,包含,①大多数在平原②热带在高原③山区在谷地或低地
基础知识答案,包含,①波士顿-纽约-华盛顿②芝加哥-匹兹堡③旧金山-圣迭戈
基础知识答案,包含,①60°N以南的欧洲地区②东亚③美国东北部
基础知识答案,包含,①适度的降水，又有适中的气温②干旱、高寒、湿热区为稀少区
基础知识答案,包含,①大城市最多的省②没有大城市的省③与自然条件的关系
基础知识答案,包含,①供水②运输③军事防卫
基础知识答案,包含,①煤炭②铁矿③石油④有色金属
基础知识答案,包含,①现代：沿海、沿江、沿线②古代：河流、大道的汇合处
基础知识答案,包含,①经济中心②政治中心③军事中心④宗教中心
基础知识答案,包含,①军事、宗教(减弱)②交通、自然资源(一直)③旅游、科技(新)
基础知识答案,包含,指人口向城市集聚，乡村地区转变为城市地区的过程。
基础知识答案,包含,①带动区域经济发展②缩小城乡差别
基础知识答案,包含,①城市人口增加②城市人口比重上升③城市用地规模扩大
基础知识答案,包含,①产业革命前（缓慢）②二战前（加快）③二战后（空前）
基础知识答案,包含,①起步早②城市化水平高③出现逆城市化现象
基础知识答案,包含,①起步晚②城市化水平低③城市发展不合理
基础知识答案,包含,①环境质量下降②交通拥挤，居住条件差③就业困难
基础知识答案,包含,①建立卫星城，开发新区②改善交通和居住条件③治理环境
基础知识答案,包含,①铁路(量大)②公路(灵活)③水路(廉价)④航空(快)⑤管道(连续)
基础知识答案,包含,①西伯利亚大铁路(海参崴-莫斯科)②连云港-鹿特丹
基础知识答案,包含,①北大西洋②地中海、苏伊士运河③巴拿马运河④北太平洋
基础知识答案,包含,利用交通运输工具传递信函和包裹易受自然灾害影响。
基础知识答案,包含,利用电磁系统，传递符号、文字、图像和语言。易受地形影响。
基础知识答案,包含,①收购②储存、调运③销售
基础知识答案,包含,经济、社会（决定性因素）；技术、自然。
基础知识答案,包含,激活全国铁路网，带动沿线地区发展经济。
基础知识答案,包含,平原地区要少占好地，山区要避开条件复杂的地段。
基础知识答案,包含,内河航道网是由天然水系航道和人工运河组成的网络系统。
基础知识答案,包含,供船舶出入和停泊、货物和旅客集散的场所。
基础知识答案,包含,①自然条件(航行、停泊、筑港)②经济和社会条件腹地、城市)
基础知识答案,包含,与市内干道系统及对外交通有方便、直接的联系
基础知识答案,包含,①自然条件(地形、地质条件)②综合因素(用地、交通、环境)
基础知识答案,包含,①点线面结合②流动方向和数量经常变化③混合交通④占地多
基础知识答案,包含,①便利出行②节约用地③利用地形和水文条件④保护环境
基础知识答案,包含,①线路拥堵(合理规划)②环境污染(减少尾气技术、绿化、规划)
基础知识答案,包含,①利用电话、电报②利用计算机（声音、图像、文字和数字）
基础知识答案,包含,集电话、电视、电脑于一体，传输图、文、声、像等的通信网。
基础知识答案,包含,发展最快、作用最大、影响最广、公众关注程度最高的通信网络
基础知识答案,包含,①开展电子商务②提供各种远程服务③举行电子会议
基础知识答案,包含,商业活动的人流、商品流达到一定规模，就形成商业中心。
基础知识答案,包含,物资集聚、服务、商品流通。
基础知识答案,包含,①以市场最优为原则（城市几何中心）②交通最优为原则(沿线)
基础知识答案,包含,设在居民住宅区内。
基础知识答案,包含,出口工业制成品、资本、技术以及少数农产品，进口燃料和原料
基础知识答案,包含,出口农矿初级产品，出口商品种类单一，处于不利地位。
基础知识答案,包含,纽约、伦敦、苏黎世；巴黎、法兰克福、东京、香港。
基础知识答案,包含,①人类获取物质和能量②消费活动排放废弃物③环境反作用于人类
基础知识答案,包含,①环境污染②生态破坏
基础知识答案,包含,人类任意排放废弃物和有害物质，导致环境质量下降。
基础知识答案,包含,大气、水、土壤、固体废弃物、噪声、放射性、海洋污染等
基础知识答案,包含,由于人类对环境的破坏，谭老师地理工作室综合整理导致环境退化，从而影响人类生产和生活。
基础知识答案,包含,①滥伐森林②不合理灌溉③燃煤和使用消耗臭氧物质④过度捕猎
基础知识答案,包含,①发展和人口双重压力②经济和技术水平低③发达国家转移污染
基础知识答案,包含,①酸雨②国际河流污染③热带雨林的破坏④温室效应和臭氧层破坏
基础知识答案,包含,①产业革命前(缓慢)②二战前(加快)③二战后(猛长)④60年代放慢
