name,relation,subject,
题目,包含,经度的递变,
题目,包含,月球,
题目,包含,月球,
题目,包含,月球,
题目,包含,纬度的递变,
题目,包含,纬线的形状和长度,
题目,包含,经线的形状和长度,
题目,包含,东西经的判断,
题目,包含,南北纬的判断,
题目,包含,东西半球的划分,
题目,包含,东西方向的判断,
题目,包含,比例尺大小与图示范围,
题目,包含,地图上方向的确定,
题目,包含,等值线的疏密,
题目,包含,等高线的凸向与地形,
题目,包含,等高线的凸向与河流,
题目,包含,等温线的凸向与洋流,
题目,包含,天体的类别,
题目,包含,天体系统的层次,
题目,包含,大行星按特徵分类,
题目,包含,地球生命存在的原因,
题目,包含,太阳外部结构及其相应的太阳活动,
题目,包含,太阳活动,
题目,包含,太阳活动的影响,
题目,包含,太阳辐射的影响,
题目,包含,太阳辐射的影响,
题目,包含,自转方向,
题目,包含,自转速度,
题目,包含,自转速度,
题目,包含,自传周期,
题目,包含,自传周期,
题目,包含,自传意义,
题目,包含,自传意义,
题目,包含,自传意义,
题目,包含,晨昏线,
题目,包含,晨昏线与经线,
题目,包含,时间计算,
题目,包含,世界时,
题目,包含,日期分割,
题目,包含,日界线,
题目,包含,卫星发射基地的区位选择,
题目,包含,卫星发射基地的区位选择,
题目,包含,公转速度,
题目,包含,公转速度意义,
题目,包含,公转速度意义,
题目,包含,公转速度意义,
题目,包含,公转速度意义,
题目,包含,公转与自转形成了黄赤交角（23°26′）,
题目,包含,公转与自转形成了黄赤交角（23°26′）,
题目,包含,公转与自转形成了黄赤交角（23°26′）,
题目,包含,正午太阳高度变化规律,
题目,包含,正午太阳高度变化规律,
题目,包含,正午太阳高度变化规律,
题目,包含,正午太阳高度变化规律,
题目,包含,正午太阳高度变化规律,
题目,包含,昼夜长短的时间分布,
题目,包含,昼夜长短的时间分布,
题目,包含,昼夜长短的时间分布,
题目,包含,昼夜长短的纬度分布,
题目,包含,昼长,
题目,包含,日出时间,
题目,包含,日落时间,
题目,包含,昼夜现象出现,
题目,包含,昼夜更替,
题目,包含,四季五带,
题目,包含,对流层的特点,
题目,包含,对流层的特点,
题目,包含,对流层的特点,
题目,包含,平流层的特点,
题目,包含,平流层的特点,
题目,包含,大气的热力过程,
题目,包含,大气对太阳辐射的削弱作用,
题目,包含,太阳辐射（光照）与天气、地势关系,
题目,包含,大气的保温效应,
题目,包含,气温与天气,
题目,包含,气温的垂直分布,
题目,包含,气温的水准分布,
题目,包含,气温的水准分布,
题目,包含,气温的水准分布,
题目,包含,气温年较差,
题目,包含,气温年较差,
题目,包含,热力环流的性质特点,
题目,包含,热力环流的性质特点,
题目,包含,热力环流的性质特点,
题目,包含,热力环流的性质特点,
题目,包含,热力环流的性质特点,
题目,包含,热力环流的性质特点,
题目,包含,热力环流的性质特点,
题目,包含,热力环流的性质特点,
题目,包含,水准方向气压与气温,
题目,包含,风的形成,
题目,包含,风向,
题目,包含,根据等压线的分布确定风向：以右图为例画A点的风向及其受力,
题目,包含,根据等压线的分布确定风向：以右图为例画A点的风向及其受力,
题目,包含,根据等压线的分布确定风向：以右图为例画A点的风向及其受力,
题目,包含,锋面与天气（冷暖不同气团作水准运动并相遇）,
题目,包含,锋面与天气（冷暖不同气团作水准运动并相遇）,
题目,包含,影响我国天气的主要锋面,
题目,包含,气压系统与天气（同一气团作垂直运动）,
题目,包含,气压系统与天气（同一气团作垂直运动）,
题目,包含,三圈环流及气压带风带,
题目,包含,三圈环流及气压带风带,
题目,包含,三圈环流及气压带风带,
题目,包含,气压带和风带的移动,
题目,包含,季风环流,
题目,包含,气候形成因素,
题目,包含,判断气候类型的步骤,
题目,包含,判断气候类型的步骤,
题目,包含,判断气候类型的步骤,
题目,包含,气候类型,
题目,包含,气候类型,
题目,包含,气候类型,
题目,包含,大陆性与海洋性气候的不同特点（以北半球为例分析）,
题目,包含,气象灾害,
题目,包含,大气环境问题,
题目,包含,温室效应,
题目,包含,温室效应,
题目,包含,温室效应,
题目,包含,温室效应,
题目,包含,绿化的环境效益,
题目,包含,绿化的环境效益,
题目,包含,绿化的环境效益,
题目,包含,水回圈,
题目,包含,水回圈,
题目,包含,水回圈,
题目,包含,陆地水体的相互关系,
题目,包含,陆地水体的相互关系,
题目,包含,陆地水体的相互关系,
题目,包含,我国河流补给的差别,
题目,包含,我国河流补给的差别,
题目,包含,海水等温线的判读,
题目,包含,海水等温线的判读,
题目,包含,影响海水温度因素,
题目,包含,洋流的形成,
题目,包含,洋流的分布,
题目,包含,洋流的分布,
题目,包含,洋流的分布,
题目,包含,洋流的分布,
题目,包含,洋流对地理环境的影响,
题目,包含,洋流对地理环境的影响,
题目,包含,洋流对地理环境的影响,
题目,包含,洋流对地理环境的影响,
题目,包含,世界主要渔场,
题目,包含,海洋渔业集中在大陆架的原因,
题目,包含,海洋渔业集中在大陆架的原因,
题目,包含,海洋灾害,
题目,包含,海洋环境问题,
题目,包含,地球的内部圈层,
题目,包含,岩石圈范围,
题目,包含,岩石成因分类,
题目,包含,地壳物质回圈,
题目,包含,地质作用,
题目,包含,地质作用,
题目,包含,地质构造的类型,
题目,包含,背斜成谷向斜成山的原因,
题目,包含,地垒,
题目,包含,地堑,
题目,包含,地质构造对人类生产活动的影响,
题目,包含,外力作用与常见地貌,
题目,包含,外力作用与常见地貌,
题目,包含,外力作用与常见地貌,
题目,包含,外力作用与常见地貌,
题目,包含,陆地环境的整体性,
题目,包含,陆地环境的地域差异,
题目,包含,陆地环境的地域差异,
题目,包含,陆地环境的地域差异,
题目,包含,影响山地垂直带谱的因素,
题目,包含,影响山地垂直带谱的因素,
题目,包含,影响山地垂直带谱的因素,
题目,包含,影响山地垂直带谱的因素,
题目,包含,影响雪线高低的因素,
题目,包含,影响雪线高低的因素,
题目,包含,非地带性因素,
题目,包含,主要地质灾害,
题目,包含,两大地震带,
题目,包含,我国多地震的原因,
题目,包含,地质灾害的防御,
题目,包含,人类对宇宙的认识过程,
题目,包含,宇宙的基本特点,
题目,包含,天体的分类,
题目,包含,天体系统的成因,
题目,包含,天体系统的级别,
题目,包含,日地平均距离,
题目,包含,太阳系八大行星的位置,
题目,包含,八大行星按结构特征分类,
题目,包含,地球上生物出现和进化的原因,
题目,包含,太阳的主要成分,
题目,包含,太阳辐射能量的来源,
题目,包含,太阳辐射对地球和人类的影响,
题目,包含,太阳活动,
题目,包含,我国太阳能的分布,
题目,包含,太阳外部结构及其相应的太阳活动 ,
题目,包含,太阳黑子的变化周期,
题目,包含,太阳活动对地球的影响,
题目,包含,太阳活动对地球的影响,
题目,包含,太阳活动对地球的影响,
题目,包含,月相,
题目,包含,月相变化规律,
题目,包含,星期的由来 ,
题目,包含,空间探索阶段的开始,
题目,包含,空间开发阶段的开始,
题目,包含,宇宙自然资源的分类,
题目,包含,保护宇宙环境,
题目,包含,地球的平均半径,
题目,包含,地球的赤道周长,
题目,包含,东西两半球的划分,
题目,包含, 南北两半球的划分,
题目,包含,南北回归线和南北极圈,
题目,包含,本初子午线,
题目,包含,南北方向的判断,
题目,包含,东西方向的判断,
题目,包含,东西经的判断,
题目,包含,南北纬的判断,
题目,包含,地球自转的方向,
题目,包含,地球自转的周期,
题目,包含,地球自转的速度,
题目,包含,地球公转的轨道 ,
题目,包含,地球公转的方向,
题目,包含,地球公转的周期,
题目,包含,地球公转的速度,
题目,包含,黄赤交角,
题目,包含,太阳直射点的移动规律,
题目,包含,晨昏线的判断,
题目,包含,地方时的计算,
题目,包含,已知经度求时区数,
题目,包含,区时的计算,
题目,包含,北京时间,
题目,包含,世界时,
题目,包含,国际日期变更线,
题目,包含,地球自转的地理意义,
题目,包含,太阳直射点的判断,
题目,包含,春分日,
题目,包含,夏至日,
题目,包含,秋分日,
题目,包含,冬至日,
题目,包含,夏半年的概念,
题目,包含,冬半年的概念,
题目,包含,地球侧视图的判读,
题目,包含,地球俯视图的判读,
题目,包含,昼夜长短的计算,
题目,包含,日出日落时刻的计算,
题目,包含,昼夜长短的判断,
题目,包含,正午太阳高度的计算,
题目,包含,天文四季,
题目,包含,我国传统四季,
题目,包含,欧美传统四季,
题目,包含,二十四节气,
题目,包含,五带的名称和范围,
题目,包含,地球公转的地理意义,
题目,包含,大气圈对地球的重要意义,
题目,包含,低层大气的组成,
题目,包含,干洁空气的组成,
题目,包含,氧、氮、臭氧、二氧化碳、水汽和尘埃的作用,
题目,包含,大气污染,
题目,包含,大气垂直分层,
题目,包含,对流层的主要特征,
题目,包含,平流层的主要特征,
题目,包含,影响太阳辐射强度的最主要因素,
题目,包含,大气对太阳辐射的削弱作用,
题目,包含,辐射定律,
题目,包含,地面辐射,
题目,包含,大气逆辐射,
题目,包含,大气的保温效应,
题目,包含,全球的热量平衡,
题目,包含,引起大气运动的根本原因,
题目,包含,热力环流,
题目,包含,形成风的直接原因,
题目,包含,地转偏向力的方向,
题目,包含,摩擦力对风向的影响,
题目,包含,根据等压线判断风向的步骤,
题目,包含,小气候,
题目,包含,海平面等压线与风力大小,
题目,包含,大气环流的意义,
题目,包含,地球上气压带和风带的分布,
题目,包含,气压带和风带的季节位移,
题目,包含,冬季海陆上的主要气压中心,
题目,包含,夏季海陆上的主要气压中心,
题目,包含,季风的成因,
题目,包含,季风的典型分布地区,
题目,包含,锋面的分类与天气,
题目,包含,锋面对我国天气影响的实例,
题目,包含,气候要素,
题目,包含,气候形成因子,
题目,包含,世界气候类型的名称,
题目,包含,判断气候类型的步骤,
题目,包含,地中海气候的特点、成因、分布规律,
题目,包含,温带季风气候的特点、成因、分布规律,
题目,包含,温带海洋性气候的特点、成因、分布规律,
题目,包含,温带大陆性气候的特点、成因、分布规律,
题目,包含,气候的变化,
题目,包含,气候资源的特点,
题目,包含,气候资源与农业,
题目,包含,气候资源与建筑,
题目,包含,风与城市规划,
题目,包含,气候资源与交通,
题目,包含,热带气旋强度等级,
题目,包含,暴雨形成条件,
题目,包含,洪涝灾害的防御,
题目,包含,干旱的危害,
题目,包含,干旱的防御,
题目,包含,寒潮的危害,
题目,包含,寒潮的防御,
题目,包含,全球变暖趋势及其人为原因,
题目,包含,全球变暖造成的后果,
题目,包含,大气臭氧层总量减少的主要原因,
题目,包含,大气臭氧层总量减少危害,
题目,包含,臭氧层的保护,
题目,包含,酸雨的成因,
题目,包含,我国酸雨区的分布,
题目,包含,酸雨的危害,
题目,包含,酸雨的防治,
题目,包含,大气环境保护,
题目,包含,海洋是大气的主要热源和水源,
题目,包含,海岸带,
题目,包含,人－海岸相互作用阶段,
题目,包含,海水热量的收入,
题目,包含,海水热量的支出,
题目,包含,影响海洋表层水温的因素,
题目,包含,海水温度的空间变化规律,
题目,包含,海水温度的垂直变化,
题目,包含,海水中主要盐类物质,
题目,包含,盐度的概念,
题目,包含,海洋表层盐度的纬度分布规律,
题目,包含,影响海水盐度的因素,
题目,包含,盐度最高的海区,
题目,包含,盐度最低的海区,
题目,包含,海水运动的主要形式,
题目,包含,洋流的概念,
题目,包含,洋流的成因分类,
题目,包含,风海流的成因,
题目,包含,世界洋流模式(低、中纬),
题目,包含,世界洋流模式(中、高纬),
题目,包含,北印度洋洋流的分布规律,
题目,包含,北太平洋的洋流分布,
题目,包含,南太平洋的洋流分布,
题目,包含,南印度洋的洋流分布,
题目,包含,北大西洋的洋流分布,
题目,包含,南大西洋的洋流分布,
题目,包含,海水等温线的判读,
题目,包含,洋流对地理环境的影响,
题目,包含,海洋资源的分类,
题目,包含,各类海洋资源的开发利用海洋化工；养殖、增殖；深海锰结核；潮汐和波浪发电。,
题目,包含,渔业资源的形成因素,
题目,包含,世界主要渔业国,
题目,包含,世界渔场分布,
题目,包含,海洋油、气开发,
题目,包含,海洋空间利用的特点,
题目,包含,海洋空间利用的方式,
题目,包含,著名海峡,
题目,包含,著名运河和港口,
题目,包含,腹地,
题目,包含,世界围海造陆的典型地区,
题目,包含,海洋环境问题,
题目,包含,海洋污染的产生原因陆地上的生产过程（废弃物、冷却水、杀虫剂、石油渗漏）,
题目,包含,海洋污染的危害,
题目,包含,海洋生态破坏的原因,
题目,包含,石油泄漏清污方法,
题目,包含,《联合国海洋法公约》,
题目,包含,领海、专属经济区,
题目,包含,岩石圈的范围,
题目,包含,地壳中主要化学元素,
题目,包含,矿物的概念,
题目,包含,岩石的概念,
题目,包含,矿产的概念,
题目,包含,造岩矿物,
题目,包含,岩石成因分类,
题目,包含,常见岩石,
题目,包含,地壳物质循环规律,
题目,包含,地质作用的概念,
题目,包含,地质作用的分类,
题目,包含,内力作用的主要表现形式,
题目,包含,地壳运动的两种类型及其影响,
题目,包含,六大板块的名称,
题目,包含,板块相对移动形成的地貌,
题目,包含,生长边界与消亡边界,
题目,包含,地质构造的概念,
题目,包含,地质构造类型,
题目,包含,背斜成谷和向斜成山的成因,
题目,包含,地质构造对人类生产活动的影响,
题目,包含,外力作用的主要表现形式,
题目,包含,流水与风力作用所塑造的地貌类型,
题目,包含,水资源的概念,
题目,包含,陆地水的分类,
题目,包含,陆地水的基本来源,
题目,包含,静态水资源,
题目,包含,动态水资源,
题目,包含,潜水,
题目,包含,承压水,
题目,包含,我国东部河流的径流变化,
题目,包含,海陆间水循环的过程,
题目,包含,水循环的意义,
题目,包含,气候对生物分布的影响,
题目,包含,植物对环境的指示作用,
题目,包含,光合作用的意义,
题目,包含,生物循环的作用,
题目,包含,原始大气的成分,
题目,包含,生物在自然环境中的作用,
题目,包含,土壤的概念,
题目,包含,土壤的作用,
题目,包含,土壤的组成,
题目,包含,土壤的肥力特征,
题目,包含,理想土壤成分的体积分数,
题目,包含,土壤与农业生产的关系,
题目,包含,生物在土壤形成中的主导作用,
题目,包含,人类活动对土壤形成的影响,
题目,包含,陆地环境各要素间的相互关系,
题目,包含,世界陆地自然带分布,
题目,包含,陆地自然资源在人地关系中的重要作用,
题目,包含,陆地自然资源的分类,
题目,包含,陆地自然资源的特点和规律,
题目,包含,能源资源的分类,
题目,包含,地震的构造,
题目,包含,两大地震带,
题目,包含,火山的分类,
题目,包含,滑坡的成因,
题目,包含,泥石流的成因,
题目,包含,地质灾害的防御措施,
题目,包含,农业生产的特点,
题目,包含,农业的投入因素,
题目,包含,农业按生产对象分类,
题目,包含,农业按投入分类,
题目,包含,农业按产品用途分类,
题目,包含,社会经济条件对农业区位的影响,
题目,包含,人类对自然因素的利用和改造,
题目,包含,市场、交通及技术的发展对农业区位的影响,
题目,包含,世界水稻种植业的主要分布地,
题目,包含,亚洲水稻种植业的特点,
题目,包含,世界大牧场放牧业的分布地,
题目,包含,大牧场放牧业的形成条件分析（潘帕斯）,
题目,包含,阿根廷促进牧牛业的主要措施,
题目,包含,商品谷物农业的基本特征,
题目,包含,商品谷物农业的主要分布地,
题目,包含,商品谷物农业的区位条件实例分析（美国）,
题目,包含,世界主要的混合农业生产方式,
题目,包含,混合农业的分布地,
题目,包含,混合农业的发展优势及实例分析（澳大利亚）,
题目,包含,工业的投入因素,
题目,包含,工业的产出,
题目,包含,工业投入要素与工业发展类型的关系,
题目,包含,三次技术革命对工业发展的影响,
题目,包含,影响工业区位的因素,
题目,包含,五种区位因素指向型工业,
题目,包含,原料、交通运输、信息和劳动力对工业区位影响的变化,
题目,包含,社会需要对工业区位选择的影响,
题目,包含,环境需要对工业区位选择的影响,
题目,包含,企业增长的战略,
题目,包含,企业空间发展的特点,
题目,包含,跨国公司的空间发展过程,
题目,包含,工业企业之间的联系,
题目,包含,工业集聚的优势,
题目,包含,工业分散的原因,
题目,包含,工业地域的形成原因,
题目,包含,不同发育程度工业地域的不同特点,
题目,包含,传统工业区的区位特点分析（鲁尔区）,
题目,包含,鲁尔区衰落原因,
题目,包含,鲁尔工业区的综合整治,
题目,包含,意大利新兴工业区的特点,
题目,包含,高技术工业的特点,
题目,包含,美国“硅谷”发展的主要因素,
题目,包含,聚落的形成,
题目,包含,村落的形态与地理环境的关系,
题目,包含,古代城市出现的基本条件,
题目,包含,古代城市的分布特点,
题目,包含,著名古代城市发源地,
题目,包含,地形对城市区位的影响,
题目,包含,美国三大城市带,
题目,包含,世界三大片城市密集地区,
题目,包含,城市分布与气候的密切关系,
题目,包含,中国特大城市分布,
题目,包含,河流对城市区位的影响,
题目,包含,矿产资源对城市区位的影响,
题目,包含,交通对城市区位的影响,
题目,包含,政治、军事、宗教对城市发展的影响,
题目,包含,城市区位因素的发展变化,
题目,包含,城市化的含义,
题目,包含,城市化的作用,
题目,包含,城市化的主要标志,
题目,包含,世界城市化进程的特点,
题目,包含,发达国家城市化的特点,
题目,包含,发展中国家城市化的特点,
题目,包含,城市化过程中产生的主要问题,
题目,包含,上海市保护和改善城市环境的主要措施,
题目,包含,主要的交通运输方式及其特点,
题目,包含,亚欧大陆桥,
题目,包含,世界主要航海线,
题目,包含,邮政通信的主要任务及特点,
题目,包含,电信通信的主要任务及特点,
题目,包含,商业活动的主要环节,
题目,包含,影响铁路建设的主要区位因素,
题目,包含,建设京九铁路的意义,
题目,包含,公路选线的一般原则,
题目,包含,内河航道网的组成,
题目,包含,港口的概念,
题目,包含,港口的区位因素分析,
题目,包含,汽车站的区位因素,
题目,包含,航空港的区位因素,
题目,包含,城市交通运输的主要特点,
题目,包含,城市道路网规划原则,
题目,包含,城市交通面临的两大主要问题及解决方法,
题目,包含,电子通信的发展,
题目,包含,信息高速公路,
题目,包含,国际互联网的影响,
题目,包含,国际互联网的应用,
题目,包含,商业中心的形成,
题目,包含,商业中心的功能,
题目,包含,商业街的区位选择,
题目,包含,商业小区的区位选择,
题目,包含,发达国家国际贸易的特点,
题目,包含,发展中国家国际贸易的特点,
题目,包含,世界重要的国际金融中心,
题目,包含,人类与环境的关系及模式图,
题目,包含,环境问题的两大类主要表现,
题目,包含,环境污染产生的原因,
题目,包含,环境污染的种类,
题目,包含,生态破坏产生的原因,
题目,包含,生态破坏的影响,
题目,包含,发展中国家环境问题严重的原因,
题目,包含,全球性环境问题,
题目,包含,世界人口增长状况,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
